#
#	Unity Polygon Packing is very space efficient
#	It also trims transparent borders pixels 
#	This information is ditched and not imported in Unity
#	Illarions item table has offsets relying on the exact size of the image
#	Due to the trimming the offset is wrong
#	This file contains the trimmed pixels to each borders
#	So the offset table data can be updated
#
#	name, is trimmed?, trimmed left, trimmed top, trimmed right, trimmed bottom
#
elf-bow-elf_f_bow_chest_armor2_n-0,false,0,0,0,0
elf-bow-elf_f_bow_chest_armor2_n-1,false,0,0,0,0
elf-bow-elf_f_bow_chest_armor2_n-2,true,0,3,0,0
elf-bow-elf_f_bow_chest_armor2_n-3,true,1,4,0,0
elf-bow-elf_f_bow_chest_armor2_n-4,true,0,2,0,0
elf-bow-elf_f_bow_chest_armor2_n-5,true,1,2,0,0
elf-bow-elf_f_bow_chest_armor2_n-6,true,1,2,5,0
elf-bow-elf_f_bow_chest_armor2_n-7,true,1,3,5,0
elf-bow-elf_f_bow_chest_armor2_n-8,true,0,1,0,0
elf-bow-elf_f_bow_chest_armor2_ne-0,true,0,0,1,0
elf-bow-elf_f_bow_chest_armor2_ne-1,false,0,0,0,0
elf-bow-elf_f_bow_chest_armor2_ne-2,true,0,2,0,0
elf-bow-elf_f_bow_chest_armor2_ne-3,true,0,8,0,0
elf-bow-elf_f_bow_chest_armor2_ne-4,true,0,8,0,0
elf-bow-elf_f_bow_chest_armor2_ne-5,true,0,8,1,0
elf-bow-elf_f_bow_chest_armor2_ne-6,true,0,8,0,0
elf-bow-elf_f_bow_chest_armor2_ne-7,true,0,8,0,0
elf-bow-elf_f_bow_chest_armor2_ne-8,true,0,1,0,0
elf-bow-elf_f_bow_chest_armor2_nw-0,true,0,0,1,0
elf-bow-elf_f_bow_chest_armor2_nw-1,false,0,0,0,0
elf-bow-elf_f_bow_chest_armor2_nw-2,false,0,0,0,0
elf-bow-elf_f_bow_chest_armor2_nw-3,false,0,0,0,0
elf-bow-elf_f_bow_chest_armor2_nw-4,true,1,0,0,0
elf-bow-elf_f_bow_chest_armor2_nw-5,true,1,0,1,0
elf-bow-elf_f_bow_chest_armor2_nw-6,true,1,0,4,0
elf-bow-elf_f_bow_chest_armor2_nw-7,true,0,0,4,0
elf-bow-elf_f_bow_chest_armor2_nw-8,true,0,0,3,0
elf-bow-elf_f_bow_chest_armor2_sw-0,true,1,1,0,5
elf-bow-elf_f_bow_chest_armor2_sw-1,true,0,0,0,3
elf-bow-elf_f_bow_chest_armor2_sw-2,true,0,0,0,1
elf-bow-elf_f_bow_chest_armor2_sw-3,false,0,0,0,0
elf-bow-elf_f_bow_chest_armor2_sw-4,false,0,0,0,0
elf-bow-elf_f_bow_chest_armor2_sw-5,true,1,0,0,0
elf-bow-elf_f_bow_chest_armor2_sw-6,false,0,0,0,0
elf-bow-elf_f_bow_chest_armor2_sw-7,false,0,0,0,0
elf-bow-elf_f_bow_chest_armor2_sw-8,true,0,0,0,4
elf-bow-elf_f_bow_chest_armor2_w-0,true,0,1,2,2
elf-bow-elf_f_bow_chest_armor2_w-1,true,0,1,0,1
elf-bow-elf_f_bow_chest_armor2_w-2,true,0,0,0,2
elf-bow-elf_f_bow_chest_armor2_w-3,true,1,1,0,0
elf-bow-elf_f_bow_chest_armor2_w-4,true,1,1,0,0
elf-bow-elf_f_bow_chest_armor2_w-5,true,0,0,2,0
elf-bow-elf_f_bow_chest_armor2_w-6,false,0,0,0,0
elf-bow-elf_f_bow_chest_armor2_w-7,true,1,1,0,0
elf-bow-elf_f_bow_chest_armor2_w-8,true,0,0,2,2
elf-bow-elf_f_bow_chest_dress_n-0,true,0,0,1,0
elf-bow-elf_f_bow_chest_dress_n-1,false,0,0,0,0
elf-bow-elf_f_bow_chest_dress_n-2,true,0,2,2,0
elf-bow-elf_f_bow_chest_dress_n-3,true,0,1,1,0
elf-bow-elf_f_bow_chest_dress_n-4,true,1,6,1,0
elf-bow-elf_f_bow_chest_dress_n-5,true,0,2,1,0
elf-bow-elf_f_bow_chest_dress_n-6,true,0,3,8,0
elf-bow-elf_f_bow_chest_dress_n-7,true,1,6,8,0
elf-bow-elf_f_bow_chest_dress_n-8,true,0,0,1,0
elf-bow-elf_f_bow_chest_dress_ne-0,false,0,0,0,0
elf-bow-elf_f_bow_chest_dress_ne-1,true,0,0,3,0
elf-bow-elf_f_bow_chest_dress_ne-2,true,0,4,7,0
elf-bow-elf_f_bow_chest_dress_ne-3,true,0,8,8,0
elf-bow-elf_f_bow_chest_dress_ne-4,true,0,9,8,0
elf-bow-elf_f_bow_chest_dress_ne-5,true,0,9,5,0
elf-bow-elf_f_bow_chest_dress_ne-6,true,0,9,4,0
elf-bow-elf_f_bow_chest_dress_ne-7,true,0,7,6,0
elf-bow-elf_f_bow_chest_dress_ne-8,true,0,2,1,0
elf-bow-elf_f_bow_chest_dress_nw-0,true,0,1,2,0
elf-bow-elf_f_bow_chest_dress_nw-1,true,0,1,0,0
elf-bow-elf_f_bow_chest_dress_nw-2,false,0,0,0,0
elf-bow-elf_f_bow_chest_dress_nw-3,true,1,0,0,0
elf-bow-elf_f_bow_chest_dress_nw-4,true,0,1,0,0
elf-bow-elf_f_bow_chest_dress_nw-5,true,0,1,0,0
elf-bow-elf_f_bow_chest_dress_nw-6,true,0,1,8,0
elf-bow-elf_f_bow_chest_dress_nw-7,true,0,0,7,0
elf-bow-elf_f_bow_chest_dress_nw-8,true,0,0,3,0
elf-bow-elf_f_bow_chest_dress_sw-0,false,0,0,0,0
elf-bow-elf_f_bow_chest_dress_sw-1,false,0,0,0,0
elf-bow-elf_f_bow_chest_dress_sw-2,true,3,0,0,0
elf-bow-elf_f_bow_chest_dress_sw-3,true,4,0,0,0
elf-bow-elf_f_bow_chest_dress_sw-4,true,4,0,0,0
elf-bow-elf_f_bow_chest_dress_sw-5,true,4,0,0,0
elf-bow-elf_f_bow_chest_dress_sw-6,false,0,0,0,0
elf-bow-elf_f_bow_chest_dress_sw-7,true,4,1,0,0
elf-bow-elf_f_bow_chest_dress_sw-8,false,0,0,0,0
elf-bow-elf_f_bow_chest_dress_w-0,true,0,2,2,0
elf-bow-elf_f_bow_chest_dress_w-1,true,0,2,0,0
elf-bow-elf_f_bow_chest_dress_w-2,true,0,1,0,0
elf-bow-elf_f_bow_chest_dress_w-3,true,0,2,0,0
elf-bow-elf_f_bow_chest_dress_w-4,true,1,2,0,0
elf-bow-elf_f_bow_chest_dress_w-5,true,1,1,2,0
elf-bow-elf_f_bow_chest_dress_w-6,true,0,1,2,0
elf-bow-elf_f_bow_chest_dress_w-7,true,1,2,2,0
elf-bow-elf_f_bow_chest_dress_w-8,true,0,0,3,0
elf-bow-elf_f_bow_chest_nicearmor_n-0,true,0,0,1,0
elf-bow-elf_f_bow_chest_nicearmor_n-1,true,0,0,2,0
elf-bow-elf_f_bow_chest_nicearmor_n-2,true,0,4,3,0
elf-bow-elf_f_bow_chest_nicearmor_n-3,true,0,2,1,0
elf-bow-elf_f_bow_chest_nicearmor_n-4,true,1,2,1,0
elf-bow-elf_f_bow_chest_nicearmor_n-5,true,0,0,1,0
elf-bow-elf_f_bow_chest_nicearmor_n-6,true,1,2,2,0
elf-bow-elf_f_bow_chest_nicearmor_n-7,true,0,3,2,0
elf-bow-elf_f_bow_chest_nicearmor_n-8,true,0,1,0,0
