#
#	Unity Polygon Packing is very space efficient
#	It also trims transparent borders pixels 
#	This information is ditched and not imported in Unity
#	Illarions item table has offsets relying on the exact size of the image
#	Due to the trimming the offset is wrong
#	This file contains the trimmed pixels to each borders
#	So the offset table data can be updated
#
#	name, is trimmed?, trimmed left, trimmed top, trimmed right, trimmed bottom
#
hal-attack-hal_f_attack_chest_armor_n-0,true,5,2,0,0
hal-attack-hal_f_attack_chest_armor_n-1,true,0,0,13,1
hal-attack-hal_f_attack_chest_armor_n-2,true,0,5,15,1
hal-attack-hal_f_attack_chest_armor_n-3,true,0,4,16,0
hal-attack-hal_f_attack_chest_armor_n-4,true,1,5,14,1
hal-attack-hal_f_attack_chest_armor_n-5,true,2,3,4,0
hal-attack-hal_f_attack_chest_armor_n-6,true,3,6,1,0
hal-attack-hal_f_attack_chest_armor_ne-0,true,7,8,0,0
hal-attack-hal_f_attack_chest_armor_ne-1,true,0,0,3,1
hal-attack-hal_f_attack_chest_armor_ne-2,true,0,3,10,5
hal-attack-hal_f_attack_chest_armor_ne-3,true,0,3,9,4
hal-attack-hal_f_attack_chest_armor_ne-4,true,0,4,5,3
hal-attack-hal_f_attack_chest_armor_ne-5,true,0,6,1,0
hal-attack-hal_f_attack_chest_armor_ne-6,true,4,7,0,0
hal-attack-hal_f_attack_chest_armor_nw-0,true,11,0,0,1
hal-attack-hal_f_attack_chest_armor_nw-1,true,7,0,9,0
hal-attack-hal_f_attack_chest_armor_nw-2,true,0,7,11,0
hal-attack-hal_f_attack_chest_armor_nw-3,true,1,7,11,0
hal-attack-hal_f_attack_chest_armor_nw-4,true,4,6,6,0
hal-attack-hal_f_attack_chest_armor_nw-5,true,8,3,7,0
hal-attack-hal_f_attack_chest_armor_nw-6,true,6,0,1,0
hal-attack-hal_f_attack_chest_armor_sw-0,true,0,0,1,11
hal-attack-hal_f_attack_chest_armor_sw-1,true,3,8,0,10
hal-attack-hal_f_attack_chest_armor_sw-2,true,7,6,0,0
hal-attack-hal_f_attack_chest_armor_sw-3,true,9,7,0,0
hal-attack-hal_f_attack_chest_armor_sw-4,true,5,7,0,4
hal-attack-hal_f_attack_chest_armor_sw-5,true,1,8,0,11
hal-attack-hal_f_attack_chest_armor_sw-6,true,0,2,2,6
hal-attack-hal_f_attack_chest_armor_w-0,true,10,0,2,8
hal-attack-hal_f_attack_chest_armor_w-1,true,0,8,0,6
hal-attack-hal_f_attack_chest_armor_w-2,true,2,10,0,0
hal-attack-hal_f_attack_chest_armor_w-3,true,1,10,0,0
hal-attack-hal_f_attack_chest_armor_w-4,true,0,11,0,6
hal-attack-hal_f_attack_chest_armor_w-5,true,0,9,2,1
hal-attack-hal_f_attack_chest_armor_w-6,true,3,1,0,8
hal-attack-hal_f_attack_chest_dress_n-0,true,5,5,0,0
hal-attack-hal_f_attack_chest_dress_n-1,true,0,0,7,0
hal-attack-hal_f_attack_chest_dress_n-2,true,0,1,8,0
hal-attack-hal_f_attack_chest_dress_n-3,true,0,5,6,1
hal-attack-hal_f_attack_chest_dress_n-4,true,0,5,6,0
hal-attack-hal_f_attack_chest_dress_n-5,true,2,7,7,0
hal-attack-hal_f_attack_chest_dress_n-6,true,3,7,1,0
hal-attack-hal_f_attack_chest_dress_ne-0,true,6,8,0,0
hal-attack-hal_f_attack_chest_dress_ne-1,true,0,0,1,1
hal-attack-hal_f_attack_chest_dress_ne-2,true,0,0,7,3
hal-attack-hal_f_attack_chest_dress_ne-3,true,0,1,6,2
hal-attack-hal_f_attack_chest_dress_ne-4,true,0,2,3,1
hal-attack-hal_f_attack_chest_dress_ne-5,true,0,6,0,1
hal-attack-hal_f_attack_chest_dress_ne-6,true,0,2,0,0
hal-attack-hal_f_attack_chest_dress_nw-0,true,9,0,0,1
hal-attack-hal_f_attack_chest_dress_nw-1,true,7,1,3,3
hal-attack-hal_f_attack_chest_dress_nw-2,true,0,7,4,0
hal-attack-hal_f_attack_chest_dress_nw-3,true,0,2,0,0
hal-attack-hal_f_attack_chest_dress_nw-4,true,7,6,4,0
hal-attack-hal_f_attack_chest_dress_nw-5,true,10,2,0,0
hal-attack-hal_f_attack_chest_dress_nw-6,true,8,0,0,0
hal-attack-hal_f_attack_chest_dress_sw-0,true,0,0,7,1
hal-attack-hal_f_attack_chest_dress_sw-1,true,2,8,0,2
hal-attack-hal_f_attack_chest_dress_sw-2,true,7,2,0,0
hal-attack-hal_f_attack_chest_dress_sw-3,true,9,6,0,0
hal-attack-hal_f_attack_chest_dress_sw-4,true,1,2,0,0
hal-attack-hal_f_attack_chest_dress_sw-5,true,0,8,0,0
hal-attack-hal_f_attack_chest_dress_sw-6,true,0,1,3,1
hal-attack-hal_f_attack_chest_dress_w-0,true,11,0,4,4
hal-attack-hal_f_attack_chest_dress_w-1,true,0,7,0,3
hal-attack-hal_f_attack_chest_dress_w-2,true,1,11,0,0
hal-attack-hal_f_attack_chest_dress_w-3,true,0,11,0,0
hal-attack-hal_f_attack_chest_dress_w-4,true,0,11,0,0
hal-attack-hal_f_attack_chest_dress_w-5,true,1,8,1,1
hal-attack-hal_f_attack_chest_dress_w-6,true,6,2,5,4
hal-attack-hal_f_attack_chest_nicearmor_n-0,true,4,2,0,1
hal-attack-hal_f_attack_chest_nicearmor_n-1,true,0,0,13,0
hal-attack-hal_f_attack_chest_nicearmor_n-2,true,0,6,17,0
hal-attack-hal_f_attack_chest_nicearmor_n-3,true,1,5,16,0
hal-attack-hal_f_attack_chest_nicearmor_n-4,true,0,4,14,0
hal-attack-hal_f_attack_chest_nicearmor_n-5,true,0,2,2,0
hal-attack-hal_f_attack_chest_nicearmor_n-6,true,2,4,0,0
hal-attack-hal_f_attack_chest_nicearmor_ne-0,true,1,7,1,0
hal-attack-hal_f_attack_chest_nicearmor_ne-1,true,0,0,1,0
hal-attack-hal_f_attack_chest_nicearmor_ne-2,true,0,4,8,5
hal-attack-hal_f_attack_chest_nicearmor_ne-3,true,0,4,9,5
hal-attack-hal_f_attack_chest_nicearmor_ne-4,true,0,5,2,3
hal-attack-hal_f_attack_chest_nicearmor_ne-5,true,0,6,1,0
hal-attack-hal_f_attack_chest_nicearmor_ne-6,true,1,6,0,0
hal-attack-hal_f_attack_chest_nicearmor_nw-0,true,12,0,0,4
hal-attack-hal_f_attack_chest_nicearmor_nw-1,true,6,2,0,1
hal-attack-hal_f_attack_chest_nicearmor_nw-2,true,0,8,11,0
hal-attack-hal_f_attack_chest_nicearmor_nw-3,true,1,8,11,0
hal-attack-hal_f_attack_chest_nicearmor_nw-4,true,6,7,12,0
hal-attack-hal_f_attack_chest_nicearmor_nw-5,true,1,1,8,0
hal-attack-hal_f_attack_chest_nicearmor_nw-6,true,5,0,3,0
hal-attack-hal_f_attack_chest_nicearmor_sw-0,true,0,0,2,10
hal-attack-hal_f_attack_chest_nicearmor_sw-1,true,0,9,0,4
hal-attack-hal_f_attack_chest_nicearmor_sw-2,true,11,6,0,0
hal-attack-hal_f_attack_chest_nicearmor_sw-3,true,9,7,0,0
hal-attack-hal_f_attack_chest_nicearmor_sw-4,true,2,8,0,4
hal-attack-hal_f_attack_chest_nicearmor_sw-5,true,1,10,0,6
hal-attack-hal_f_attack_chest_nicearmor_sw-6,true,0,0,0,1
hal-attack-hal_f_attack_chest_nicearmor_w-0,true,11,0,3,4
hal-attack-hal_f_attack_chest_nicearmor_w-1,true,0,9,0,0
