#
#	Unity Polygon Packing is very space efficient
#	It also trims transparent borders pixels 
#	This information is ditched and not imported in Unity
#	Illarions item table has offsets relying on the exact size of the image
#	Due to the trimming the offset is wrong
#	This file contains the trimmed pixels to each borders
#	So the offset table data can be updated
#
#	name, is trimmed?, trimmed left, trimmed top, trimmed right, trimmed bottom
#
sheet2-dwa-attack-dwa_f_attack_chest_armor2_n-0,true,3,5,0,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_n-1,true,0,0,14,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_n-2,true,0,4,17,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_n-3,true,1,5,18,1
sheet2-dwa-attack-dwa_f_attack_chest_armor2_n-4,true,0,5,16,1
sheet2-dwa-attack-dwa_f_attack_chest_armor2_n-5,true,1,0,7,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_n-6,true,3,6,1,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_ne-0,true,8,9,0,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_ne-1,true,0,0,2,3
sheet2-dwa-attack-dwa_f_attack_chest_armor2_ne-2,true,0,4,10,5
sheet2-dwa-attack-dwa_f_attack_chest_armor2_ne-3,true,0,4,10,4
sheet2-dwa-attack-dwa_f_attack_chest_armor2_ne-4,true,0,5,5,3
sheet2-dwa-attack-dwa_f_attack_chest_armor2_ne-5,true,0,6,1,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_ne-6,true,5,8,0,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_nw-0,true,11,0,0,1
sheet2-dwa-attack-dwa_f_attack_chest_armor2_nw-1,true,5,0,7,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_nw-2,true,0,8,10,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_nw-3,true,1,7,11,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_nw-4,true,6,7,10,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_nw-5,true,12,3,7,1
sheet2-dwa-attack-dwa_f_attack_chest_armor2_nw-6,true,11,1,4,2
sheet2-dwa-attack-dwa_f_attack_chest_armor2_sw-0,true,0,0,2,13
sheet2-dwa-attack-dwa_f_attack_chest_armor2_sw-1,true,4,8,0,11
sheet2-dwa-attack-dwa_f_attack_chest_armor2_sw-2,true,6,4,1,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_sw-3,true,10,7,0,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_sw-4,true,4,3,0,2
sheet2-dwa-attack-dwa_f_attack_chest_armor2_sw-5,true,1,8,0,12
sheet2-dwa-attack-dwa_f_attack_chest_armor2_sw-6,true,0,4,3,14
sheet2-dwa-attack-dwa_f_attack_chest_armor2_w-0,true,10,0,4,9
sheet2-dwa-attack-dwa_f_attack_chest_armor2_w-1,true,0,7,0,3
sheet2-dwa-attack-dwa_f_attack_chest_armor2_w-2,true,2,11,0,0
sheet2-dwa-attack-dwa_f_attack_chest_armor2_w-3,true,1,11,0,1
sheet2-dwa-attack-dwa_f_attack_chest_armor2_w-4,true,0,11,0,6
sheet2-dwa-attack-dwa_f_attack_chest_armor2_w-5,true,2,7,0,4
sheet2-dwa-attack-dwa_f_attack_chest_armor2_w-6,true,7,4,5,9
sheet2-dwa-attack-dwa_f_attack_chest_dress_n-0,true,4,1,0,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_n-1,true,0,0,9,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_n-2,true,0,6,11,3
sheet2-dwa-attack-dwa_f_attack_chest_dress_n-3,true,0,3,7,2
sheet2-dwa-attack-dwa_f_attack_chest_dress_n-4,true,1,3,9,1
sheet2-dwa-attack-dwa_f_attack_chest_dress_n-5,true,1,6,8,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_n-6,true,1,0,1,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_ne-0,true,3,6,1,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_ne-1,true,0,0,2,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_ne-2,true,0,0,9,3
sheet2-dwa-attack-dwa_f_attack_chest_dress_ne-3,true,0,0,8,2
sheet2-dwa-attack-dwa_f_attack_chest_dress_ne-4,true,0,3,3,1
sheet2-dwa-attack-dwa_f_attack_chest_dress_ne-5,true,0,1,0,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_ne-6,false,0,0,0,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_nw-0,true,13,0,0,1
sheet2-dwa-attack-dwa_f_attack_chest_dress_nw-1,true,7,6,4,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_nw-2,true,0,5,1,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_nw-3,true,0,7,2,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_nw-4,true,7,8,4,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_nw-5,true,10,2,0,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_nw-6,true,12,1,3,2
sheet2-dwa-attack-dwa_f_attack_chest_dress_sw-0,true,0,0,8,1
sheet2-dwa-attack-dwa_f_attack_chest_dress_sw-1,true,1,9,0,2
sheet2-dwa-attack-dwa_f_attack_chest_dress_sw-2,true,8,2,0,0
sheet2-dwa-attack-dwa_f_attack_chest_dress_sw-3,true,7,3,1,0
